fact_id,date_id,state_id,disease_id,source_id,population_under_surveillance,total_reported_cases,active_cases,recovered_cases,deaths,urban_cases,rural_cases,hospitalized_cases,icu_admissions,case_fatality_rate,recovery_rate,public_health_risk_score,report_date_raw
8227,22,14,7,6,119812186,1070,201,837.0,32.0,711,359,84.0,14.0,2.99,78.22,13.2,2023-10-01
8228,22,14,8,4,121315115,411,47,354.0,10.0,166,245,54.0,13.0,2.43,86.13,8.0,2023-10-01
8229,22,14,9,6,107339117,2301,501,1764.0,36.0,1296,1005,213.0,11.0,1.56,76.66,18.9,2023-10-01
8230,22,14,10,3,118943249,3171,670,2490.0,11.0,1957,1214,445.0,45.0,0.35,78.52,11.3,2023-10-01
8231,22,14,11,2,120927070,2168,118,2009.0,41.0,1544,624,372.0,66.0,1.89,92.67,18.3,01/10/2023
8232,22,14,12,2,114856332,2329,95,2181.0,53.0,1082,1247,410.0,40.0,2.28,93.65,16.1,2023-10-01
8233,22,15,1,3,2916696,77,5,,2.0,53,24,10.0,2.0,2.6,90.91,21.3,2023-10-01
8234,22,15,2,4,2802388,52,2,49.0,1.0,34,18,9.0,1.0,1.92,94.23,14.0,2023-10-01
8235,22,15,3,3,2861756,42,7,34.0,1.0,28,14,3.0,0.0,2.38,80.95,10.0,2023-10-01
8236,22,15,4,4,2939239,45,8,37.0,0.0,27,18,5.0,0.0,0.0,82.22,3.3,2023-10-01
8237,22,15,5,1,2698664,115,9,106.0,0.0,81,34,21.0,1.0,0.0,92.17,14.3,2023-10-01
8238,22,15,6,2,2913133,76,11,63.0,2.0,49,27,6.0,1.0,2.63,82.89,24.9,2023-10-01
8239,22,15,7,1,2644795,25,3,22.0,0.0,9,16,1.0,0.0,0.0,88.0,2.8,2023-10-01
8240,22,15,8,1,2885310,61,5,56.0,0.0,42,19,8.0,1.0,0.0,91.8,7.4,2023-10-01
8241,22,15,9,4,2878538,42,6,36.0,0.0,20,22,8.0,2.0,0.0,85.71,2.6,2023-10-01
8242,22,15,10,4,2786106,22,4,18.0,0.0,9,13,2.0,0.0,0.0,81.82,3.7,10/01/2023
8243,22,15,11,3,2978797,78,10,68.0,0.0,40,38,7.0,1.0,0.0,87.18,16.6,2023-10-01
8244,22,15,12,5,2981004,74,18,56.0,0.0,26,48,11.0,0.0,0.0,75.68,10.5,2023-10-01
8245,22,16,1,1,3322727,67,10,56.0,1.0,41,26,16.0,1.0,1.49,83.58,16.5,2023-10-01
8246,22,16,2,4,3351117,98,15,81.0,2.0,35,63,22.0,4.0,2.04,82.65,17.4,10/01/2023
8247,22,16,3,3,3091259,66,15,50.0,1.0,39,27,4.0,1.0,1.52,75.76,16.5,2023-10-01
8248,22,16,4,5,3155983,69,16,53.0,0.0,44,25,16.0,4.0,0.0,76.81,5.4,2023-10-01
8249,22,16,5,1,2955902,101,10,91.0,0.0,66,35,12.0,2.0,0.0,90.1,14.3,2023-10-01
8250,22,16,6,6,3267688,321,31,288.0,2.0,204,117,,10.0,0.62,89.72,46.7,2023-10-01
8251,22,16,7,1,3318918,70,15,54.0,1.0,32,38,4.0,0.0,1.43,77.14,15.5,01/10/2023
8252,22,16,8,2,3158355,135,16,116.0,3.0,59,76,13.0,0.0,2.22,85.93,23.9,2023-10-01
8253,22,16,9,3,3192361,42,2,40.0,0.0,17,25,8.0,1.0,0.0,95.24,7.4,01/10/2023
8254,22,16,10,4,2917458,114,21,90.0,3.0,85,29,9.0,2.0,2.63,78.95,22.0,2023-10-01
8255,22,16,11,5,2914340,59,11,47.0,1.0,25,34,8.0,1.0,1.69,79.66,13.8,2023-10-01
8256,22,16,12,5,2910897,100,3,94.0,3.0,52,48,10.0,1.0,3.0,94.0,25.9,2023-10-01
8257,22,17,1,3,1189581,46,4,41.0,1.0,24,22,10.0,2.0,2.17,89.13,27.8,10/01/2023
8258,22,17,2,5,1047645,40,4,35.0,1.0,21,19,6.0,0.0,2.5,87.5,20.5,2023-10-01
8259,22,17,3,4,1077919,9,1,8.0,0.0,5,4,2.0,0.0,0.0,88.89,8.3,2023-10-01
8260,22,17,4,4,1021736,58,3,54.0,1.0,21,37,5.0,1.0,1.72,93.1,29.8,2023-10-01
8261,22,17,5,1,1172159,43,6,36.0,1.0,16,27,10.0,1.0,2.33,83.72,21.7,2023-10-01
8262,22,17,6,5,1141262,83,8,73.0,2.0,43,40,14.0,3.0,2.41,87.95,43.5,2023-10-01
8263,22,17,7,5,1144726,21,1,20.0,0.0,13,8,1.0,0.0,0.0,95.24,7.2,2023-10-01
8264,22,17,8,2,1153362,30,3,27.0,0.0,17,13,1.0,0.0,0.0,90.0,15.9,2023-10-01
8265,22,17,9,4,1069690,23,4,19.0,0.0,9,14,3.0,0.0,0.0,82.61,11.6,2023-10-01
8266,22,17,10,6,1092666,14,3,11.0,0.0,10,4,2.0,0.0,0.0,78.57,7.6,2023-10-01
8267,22,17,11,6,1076841,56,8,47.0,1.0,20,36,12.0,1.0,1.79,83.93,26.8,2023-10-01
8268,22,17,12,2,1102764,34,8,26.0,0.0,18,16,2.0,0.0,0.0,76.47,14.9,2023-10-01
8269,22,18,1,2,2172747,58,1,56.0,1.0,38,20,10.0,2.0,1.72,96.55,18.4,01-10-2023
8270,22,18,2,4,1995745,46,10,36.0,0.0,33,13,10.0,0.0,0.0,78.26,14.6,2023-10-01
8271,22,18,3,2,2080872,55,3,52.0,0.0,29,26,10.0,1.0,0.0,94.55,16.7,01/10/2023
8272,22,18,4,3,1934074,99,16,81.0,2.0,73,26,21.0,,2.02,81.82,29.1,01/10/2023
8273,22,18,5,2,1893446,45,3,42.0,0.0,33,12,9.0,1.0,0.0,93.33,13.7,2023-10-01
8274,22,18,6,5,2131496,98,19,79.0,0.0,68,30,15.0,4.0,0.0,80.61,17.6,2023-10-01
8275,22,18,7,2,1993264,17,4,13.0,0.0,7,10,4.0,0.0,0.0,76.47,0.0,2023-10-01
8276,22,18,8,5,2077837,11,1,10.0,0.0,6,5,1.0,0.0,0.0,90.91,5.3,2023-10-01
8277,22,18,9,2,1945917,40,5,35.0,0.0,29,11,,,0.0,87.5,6.1,01/10/2023
8278,22,18,10,1,2194380,45,10,35.0,0.0,29,16,8.0,1.0,0.0,77.78,7.8,2023-10-01
8279,22,18,11,1,2179894,21,5,16.0,0.0,13,8,1.0,,0.0,76.19,4.9,2023-10-01
8280,22,18,12,4,1965401,34,6,28.0,0.0,14,20,2.0,0.0,0.0,82.35,8.4,2023-10-01
8281,22,19,1,2,43991031,436,85,348.0,3.0,296,140,70.0,20.0,0.69,79.82,9.9,2023-10-01
8282,22,19,2,2,44644726,295,55,232.0,,170,125,71.0,17.0,2.71,78.64,11.2,2023-10-01
8283,22,19,3,4,40768209,1443,152,1284.0,7.0,756,687,173.0,21.0,0.49,88.98,18.2,2023-10-01
8284,22,19,4,6,46330976,1772,427,1329.0,16.0,645,1127,161.0,9.0,0.9,75.0,22.5,2023-10-01
8285,22,19,5,3,41869363,1252,114,1120.0,18.0,756,496,182.0,53.0,1.44,89.46,18.4,2023-10-01
8286,22,19,6,3,44720558,1791,378,1394.0,,668,1123,437.0,99.0,1.06,77.83,19.5,2023-10-01
8287,22,19,7,3,43335545,980,212,763.0,5.0,587,393,231.0,65.0,0.51,77.86,11.2,2023-10-01
8288,22,19,8,5,40707632,545,42,490.0,13.0,355,190,133.0,,2.39,89.91,17.5,2023-10-01
8289,22,19,9,6,39756237,513,47,451.0,15.0,269,244,90.0,18.0,2.92,87.91,11.1,2023-10-01
8290,22,19,10,6,39894709,522,92,415.0,15.0,321,201,55.0,9.0,2.87,79.5,9.9,2023-10-01
8291,22,19,11,2,42867998,1930,310,1582.0,38.0,854,1076,285.0,61.0,1.97,81.97,22.0,2023-10-01
8292,22,19,12,6,43791931,841,140,690.0,11.0,464,377,181.0,53.0,1.31,82.05,12.0,2023-10-01
8293,22,20,1,6,27778994,457,71,385.0,,284,173,40.0,3.0,0.22,84.25,10.7,2023-10-01
8294,22,20,2,5,29189841,702,110,569.0,23.0,402,300,not reported,18.0,3.28,81.05,17.8,2023-10-01
8295,22,20,3,2,25939709,439,18,412.0,9.0,304,135,86.0,18.0,2.05,93.85,11.2,2023-10-01
8296,22,20,4,1,29908494,594,138,446.0,10.0,307,287,109.0,31.0,1.68,75.08,15.4,2023-10-01
8297,22,20,5,3,30032257,739,137,577.0,25.0,411,328,167.0,,3.38,78.08,25.7,2023-10-01
8298,22,20,6,5,29924224,636,88,541.0,7.0,379,257,51.0,6.0,1.1,85.06,16.9,2023-10-01
8299,22,20,7,6,29127447,132,6,125.0,1.0,97,35,26.0,3.0,0.76,94.7,0.0,2023-10-01
8300,22,20,8,1,28056616,772,109,655.0,8.0,317,455,,21.0,1.04,84.84,16.5,2023-10-01
8301,22,20,9,3,28100964,579,18,551.0,10.0,422,157,53.0,3.0,1.73,95.16,19.0,2023-10-01
8302,22,20,10,3,25690424,1051,205,838.0,8.0,709,342,164.0,37.0,0.76,79.73,19.7,2023-10-01
8303,22,20,11,2,26907556,345,76,262.0,7.0,179,166,65.0,13.0,2.03,75.94,15.4,2023-10-01
8304,22,20,12,2,29206642,717,9,694.0,14.0,414,303,123.0,23.0,1.95,96.79,19.7,2023-10-01
8305,22,21,1,2,73314247,2260,416,1815.0,29.0,1525,735,294.0,52.0,1.28,80.31,18.0,2023-10-01
8306,22,21,2,2,77111987,2055,240,1775.0,40.0,1186,869,345.0,91.0,1.95,86.37,19.2,2023-10-01
8307,22,21,3,6,72087687,1515,223,1280.0,12.0,1026,489,116.0,6.0,0.79,84.49,10.3,2023-10-01
8308,22,21,4,3,70263692,4955,493,4445.0,17.0,3196,1759,465.0,26.0,0.34,89.71,36.1,2023-10-01
8309,22,21,5,4,79063433,4307,691,3602.0,14.0,1672,2635,906.0,115.0,0.33,83.63,28.6,2023-10-01
8310,22,21,6,3,71240473,2091,52,2024.0,15.0,792,1299,508.0,127.0,0.72,96.8,13.1,2023-10-01
8311,22,21,7,2,78612937,537,13,516.0,,199,338,,7.0,1.49,96.09,12.3,2023-10-01
8312,22,21,8,4,71247726,791,55,722.0,14.0,380,411,131.0,28.0,1.77,91.28,10.4,2023-10-01
8313,22,21,9,6,73279730,2150,459,1640.0,51.0,1324,826,234.0,17.0,2.37,76.28,20.1,10/01/2023
8314,22,21,10,3,68944861,1681,241,1388.0,52.0,672,1009,309.0,88.0,3.09,82.57,21.4,2023-10-01
8315,22,21,11,1,79238900,1533,263,1253.0,17.0,1095,438,380.0,47.0,1.11,81.74,16.8,2023-10-01
8316,22,21,12,4,69581883,1164,154,994.0,16.0,531,633,94.0,27.0,1.37,85.4,14.9,2023-10-01
8317,22,22,1,4,669824,15,2,13.0,0.0,8,7,1.0,0.0,0.0,86.67,9.8,2023-10-01
8318,22,22,2,3,673071,13,1,12.0,0.0,9,4,3.0,0.0,0.0,92.31,11.3,2023-10-01
8319,22,22,3,1,640829,12,3,9.0,0.0,5,7,0.0,0.0,0.0,75.0,4.8,2023-10-01
8320,22,22,4,4,612759,10,3,7.0,0.0,6,4,1.0,0.0,0.0,70.0,2.6,2023-10-01
8321,22,22,5,4,667237,9,2,7.0,0.0,5,4,1.0,0.0,0.0,77.78,1.6,2023-10-01
8322,22,22,6,4,626292,23,2,21.0,0.0,15,8,4.0,0.0,0.0,91.3,9.4,2023-10-01
8323,22,22,7,4,603126,11,3,8.0,0.0,5,6,1.0,0.0,0.0,72.73,7.7,2023-10-01
8324,22,22,8,2,625464,10,2,8.0,0.0,4,6,0.0,0.0,0.0,80.0,8.1,2023-10-01
8325,22,22,9,5,662508,4,1,3.0,0.0,2,2,0.0,0.0,0.0,75.0,0.0,2023-10-01
8326,22,22,10,3,625076,16,2,14.0,0.0,10,6,1.0,0.0,0.0,87.5,6.7,2023-10-01
8327,22,22,11,3,691156,32,6,26.0,,14,18,1.0,0.0,0.0,81.25,19.3,2023-10-01
8328,22,22,12,1,630455,6,2,4.0,0.0,2,4,1.0,0.0,,66.67,0.0,2023-10-01
8329,22,23,1,1,77180750,1483,44,1427.0,12.0,746,737,196.0,52.0,0.81,96.22,12.1,2023-10-01
8330,22,23,2,1,77080773,2118,281,1786.0,51.0,1171,947,169.0,9.0,2.41,84.32,16.8,2023-10-01
8331,22,23,3,4,77370051,877,100,755.0,22.0,376,501,110.0,22.0,2.51,86.09,13.1,2023-10-01
8332,22,23,4,1,72544680,4373,112,4121.0,140.0,2379,1994,456.0,129.0,3.2,94.24,42.0,2023-10-01
8333,22,23,5,6,73198100,1738,394,1312.0,32.0,630,1108,353.0,44.0,1.84,75.49,18.2,2023-10-01
8334,22,23,6,1,70962268,1509,288,1181.0,40.0,703,806,77.0,23.0,2.65,78.26,21.6,01/10/2023
8335,22,23,7,2,72711917,1977,23,1902.0,52.0,1046,931,210.0,12.0,,96.21,23.2,01/10/2023
8336,22,23,8,3,67551749,1790,354,1429.0,7.0,849,941,171.0,22.0,0.39,79.83,10.0,2023-10-01
8337,22,23,9,3,68265067,1896,-299,1537.0,-60.0,1333,563,345.0,62.0,3.16,81.07,23.6,2023-10-01
8338,22,23,10,6,76172438,599,63,534.0,2.0,440,159,50.0,14.0,0.33,89.15,8.4,2023-10-01
8339,22,23,11,5,76161156,3309,667,2579.0,63.0,2073,1236,467.0,35.0,1.9,77.94,22.7,01-10-2023
8340,22,23,12,2,76350537,1494,101,1389.0,4.0,971,523,162.0,16.0,0.27,92.97,6.6,2023-10-01
8341,22,24,1,3,38745489,1345,53,1271.0,21.0,692,653,258.0,14.0,1.56,94.5,21.0,01-10-2023
8342,22,24,2,5,36093014,1229,136,1086.0,7.0,914,315,174.0,,0.57,88.36,22.2,01-10-2023
8343,22,24,3,1,35360784,1105,75,1010.0,20.0,688,417,79.0,13.0,1.81,91.4,19.4,2023-10-01
8344,22,24,4,2,36830845,1651,175,1443.0,33.0,624,1027,228.0,30.0,2.0,87.4,22.3,2023-10-01
8345,22,24,5,4,37439079,2753,247,,54.0,2059,694,675.0,196.0,1.96,89.07,35.8,2023-10-01
8346,22,24,6,4,34774240,3617,723,2844.0,50.0,1524,2093,459.0,73.0,1.38,78.63,49.8,2023-10-01
8347,22,24,7,5,33949423,1241,194,1024.0,23.0,920,321,166.0,24.0,1.85,82.51,22.9,2023-10-01
8348,22,24,8,5,37542147,811,115,692.0,4.0,404,407,62.0,11.0,0.49,85.33,7.4,10/01/2023
8349,22,24,9,5,34314385,512,85,411.0,16.0,277,235,56.0,3.0,3.12,80.27,19.2,2023-10-01
8350,22,24,10,1,34300674,555,103,440.0,12.0,198,357,46.0,3.0,2.16,79.28,12.7,2023-10-01
8351,22,24,11,3,33877617,864,62,799.0,3.0,638,226,109.0,16.0,0.35,92.48,12.6,2023-10-01
8352,22,24,12,6,37480183,1104,210,864.0,30.0,576,528,113.0,31.0,2.72,78.26,22.2,2023-10-01
8353,22,25,1,4,3781535,81,4,77.0,0.0,60,21,4.0,0.0,0.0,95.06,11.5,2023-10-01
8354,22,25,2,6,4086049,81,4,76.0,1.0,60,21,15.0,2.0,1.23,93.83,16.2,2023-10-01
8355,22,25,3,4,3486865,90,-4,83.0,-3.0,63,27,14.0,1.0,3.33,92.22,22.3,2023-10-01
8356,22,25,4,6,3692823,274,21,248.0,5.0,171,103,49.0,8.0,1.82,90.51,35.8,2023-10-01
8357,22,25,5,4,3698233,359,77,277.0,5.0,209,150,84.0,9.0,1.39,77.16,46.9,2023-10-01
8358,22,25,6,3,3794397,184,28,,2.0,70,114,16.0,3.0,1.09,83.7,27.3,2023-10-01
8359,22,25,7,3,4073467,83,18,63.0,2.0,33,50,,4.0,2.41,75.9,17.9,2023-10-01
8360,22,25,8,6,3601901,49,11,38.0,0.0,25,24,,2.0,0.0,77.55,11.0,2023-10-01
8361,22,25,9,4,4090041,89,3,84.0,2.0,41,48,10.0,0.0,2.25,94.38,17.0,2023-10-01
8362,22,25,10,2,3943986,95,14,79.0,2.0,61,34,17.0,2.0,2.11,83.16,19.4,2023-10-01
8363,22,25,11,3,3551007,60,11,49.0,0.0,22,38,12.0,1.0,0.0,81.67,11.2,2023-10-01
8364,22,25,12,2,3991788,64,16,48.0,0.0,26,38,6.0,0.0,0.0,75.0,4.1,2023-10-01
8365,22,26,1,2,198805058,2703,595,2051.0,,1873,830,418.0,69.0,2.11,75.88,8.3,2023-10-01
8366,22,26,2,1,205193933,2940,321,2603.0,16.0,1450,1490,,115.0,0.54,88.54,7.4,10/01/2023
8367,22,26,3,5,225729946,4215,32,4056.0,127.0,2885,1330,426.0,112.0,3.01,96.23,19.2,2023-10-01
8368,22,26,4,2,226685037,6076,91,5892.0,93.0,3755,2321,950.0,103.0,1.53,96.97,20.3,2023-10-01
8369,22,26,5,4,219554186,5755,407,5236.0,112.0,2095,3660,894.0,118.0,1.95,90.98,16.5,2023-10-01
8370,22,26,6,6,215110020,3678,814,2809.0,55.0,1373,2305,832.0,79.0,1.5,76.37,8.2,10/01/2023
8371,22,26,7,3,227053222,3658,618,2967.0,73.0,2542,1116,610.0,174.0,2.0,81.11,10.3,2023-10-01
8372,22,26,8,5,229688620,3269,205,3004.0,60.0,1366,1903,439.0,94.0,1.84,91.89,10.5,2023-10-01
8373,22,26,9,4,205480233,5279,1261,3994.0,24.0,1967,3312,319.0,71.0,0.45,75.66,13.8,2023-10-01
8374,22,26,10,1,208839583,2511,86,2375.0,50.0,1005,1506,490.0,64.0,1.99,94.58,12.8,2023-10-01
8375,22,26,11,6,220759527,3597,589,2923.0,85.0,2308,1289,699.0,46.0,2.36,81.26,10.9,2023-10-01
8376,22,26,12,5,199885620,5709,351,5343.0,15.0,3503,2206,1289.0,183.0,0.26,93.59,16.8,2023-10-01
8377,22,27,1,3,18239643,400,75,322.0,3.0,239,161,93.0,20.0,0.75,80.5,13.7,2023-10-01
8378,22,27,2,2,17408301,782,159,611.0,12.0,493,289,54.0,13.0,1.53,78.13,23.6,2023-10-01
8379,22,27,3,6,17874424,864,61,,23.0,524,340,203.0,13.0,2.66,90.28,32.5,01/10/2023
8380,22,27,4,2,18736787,1182,92,1063.0,27.0,884,298,270.0,77.0,2.28,89.93,38.3,2023-10-01
8381,22,27,5,3,18740601,2200,347,1790.0,63.0,860,1340,421.0,41.0,2.86,81.36,66.5,10/01/2023
8382,22,27,6,1,17094771,981,109,862.0,,534,447,65.0,14.0,1.02,87.87,28.9,2023-10-01
8383,22,27,7,3,18540456,314,11,297.0,,205,109,60.0,15.0,1.91,94.59,10.5,2023-10-01
8384,22,27,8,4,17448936,393,41,339.0,13.0,149,244,62.0,4.0,3.31,86.26,15.3,2023-10-01
8385,22,27,9,4,19743200,571,63,505.0,3.0,315,256,126.0,7.0,0.53,88.44,12.8,2023-10-01
8386,22,27,10,3,17265863,325,18,302.0,5.0,160,165,48.0,13.0,1.54,92.92,15.0,2023-10-01
8387,22,27,11,3,19785065,250,58,190.0,2.0,149,101,24.0,2.0,0.8,76.0,5.3,2023-10-01
8388,22,27,12,6,19653704,545,41,496.0,8.0,287,258,101.0,12.0,1.47,91.01,15.3,2023-10-01
8389,22,28,1,3,89750843,4118,693,3362.0,63.0,2495,1623,452.0,32.0,1.53,81.64,27.9,2023-10-01
8390,22,28,2,5,88245437,2041,319,1676.0,46.0,1062,979,162.0,8.0,2.25,82.12,18.7,2023-10-01
8391,22,28,3,2,94746462,1865,302,1523.0,40.0,1260,605,410.0,81.0,2.14,81.66,20.0,01/10/2023
8392,22,28,4,2,99219745,4370,850,3451.0,69.0,2342,2028,370.0,32.0,1.58,78.97,27.6,2023-10-01
8393,22,28,5,4,84761084,3544,15,3425.0,104.0,2295,1249,469.0,126.0,2.93,96.64,24.7,01-10-2023
8394,22,28,6,3,85017844,8243,349,7841.0,53.0,4707,3536,753.0,139.0,0.64,95.12,40.5,2023-10-01
8395,22,28,7,2,97984634,993,94,891.0,8.0,440,553,146.0,20.0,0.81,89.73,9.0,2023-10-01
8396,22,28,8,5,89125272,2182,161,2015.0,6.0,1398,784,338.0,22.0,0.27,92.35,9.1,2023-10-01
8397,22,28,9,3,99576061,2678,226,2419.0,33.0,1044,1634,302.0,22.0,1.23,90.33,17.5,2023-10-01
8398,22,28,10,6,85313009,2760,70,2602.0,88.0,1667,1093,384.0,73.0,3.19,94.28,18.5,2023-10-01
8399,22,28,11,1,96476542,3236,627,2514.0,95.0,2119,1117,328.0,20.0,2.94,77.69,22.7,2023-10-01
8400,22,28,12,6,98691362,3734,452,3240.0,42.0,2112,1622,789.0,196.0,1.12,86.77,24.1,2023-10-01
8401,22,29,1,3,32868240,547,89,455.0,3.0,309,238,40.0,10.0,0.55,83.18,12.7,2023-10-01
8402,22,29,2,3,29874979,461,78,371.0,12.0,313,148,33.0,1.0,2.6,80.48,19.6,2023-10-01
8403,22,29,3,1,30162637,558,122,421.0,15.0,263,295,42.0,11.0,2.69,75.45,17.0,2023-10-01
8404,22,29,4,5,32196110,787,74,688.0,25.0,368,419,81.0,21.0,3.18,87.42,24.7,2023-10-01
8405,22,29,5,2,28653798,3237,65,3064.0,108.0,1446,1791,766.0,120.0,3.34,94.66,64.2,2023-10-01
8406,22,29,6,6,29396667,2659,466,2157.0,36.0,1969,690,211.0,12.0,1.35,81.12,43.8,2023-10-01
8407,22,29,7,6,31686798,437,78,351.0,8.0,256,181,45.0,13.0,1.83,80.32,8.2,2023-10-01
8408,22,29,8,5,30341022,195,18,175.0,2.0,109,86,12.0,2.0,1.03,89.74,4.4,2023-10-01
8409,22,29,9,5,30761269,541,88,440.0,13.0,210,331,113.0,18.0,2.4,81.33,11.8,2023-10-01
8410,22,29,10,5,30421151,392,65,325.0,2.0,144,248,63.0,18.0,0.51,82.91,8.8,2023-10-01
8411,22,29,11,2,28497494,947,67,878.0,2.0,538,409,190.0,14.0,0.21,92.71,13.4,2023-10-01
8412,22,29,12,6,30488023,738,150,576.0,12.0,279,459,88.0,12.0,1.63,78.05,17.3,2023-10-01
8413,22,30,1,4,12087108,422,54,363.0,5.0,241,181,86.0,11.0,1.18,86.02,19.7,2023-10-01
8414,22,30,2,5,12642843,354,25,327.0,2.0,211,143,78.0,19.0,0.56,92.37,10.4,2023-10-01
8415,22,30,3,5,12401996,365,26,329.0,10.0,214,151,55.0,8.0,2.74,90.14,21.4,2023-10-01
8416,22,30,4,4,12384080,837,178,652.0,7.0,584,253,68.0,15.0,0.84,77.9,36.0,01/10/2023
8417,22,30,5,3,11739156,628,44,574.0,10.0,428,200,130.0,26.0,1.59,91.4,26.3,01/10/2023
8418,22,30,6,5,12903608,1109,30,1045.0,34.0,636,473,189.0,54.0,3.07,94.23,49.3,2023-10-01
8419,22,30,7,1,13468045,287,7,276.0,4.0,104,183,68.0,17.0,1.39,96.17,12.4,2023-10-01
8420,22,30,8,4,11629438,328,75,247.0,6.0,179,149,70.0,12.0,1.83,75.3,13.9,2023-10-01
8421,22,30,9,5,13505047,223,53,168.0,2.0,120,103,39.0,10.0,132.9,113.6,12.6,2023-10-01
8422,22,30,10,3,13003918,192,46,144.0,2.0,71,121,42.0,12.0,1.04,75.0,11.7,2023-10-01
8423,22,30,11,2,11608495,447,27,407.0,13.0,316,131,56.0,4.0,2.91,91.05,29.7,2023-10-01
8424,22,30,12,3,12046211,633,113,504.0,16.0,399,234,155.0,,2.53,79.62,28.0,2023-10-01
8425,22,31,1,1,275297,5,1,,0.0,3,2,0.0,0.0,0.0,80.0,4.2,2023-10-01
8426,22,31,2,6,295116,4,1,3.0,,2,2,0.0,0.0,0.0,75.0,0.0,2023-10-01
8427,22,31,3,3,270274,10,2,8.0,0.0,4,6,0.0,0.0,0.0,80.0,5.6,2023-10-01
8428,22,31,4,1,271902,17,4,13.0,0.0,8,9,0.0,,0.0,76.47,4.1,2023-10-01
8429,22,31,5,1,270709,33,6,27.0,0.0,14,19,7.0,0.0,0.0,81.82,14.1,2023-10-01
8430,22,31,6,4,262448,11,2,9.0,0.0,5,6,2.0,0.0,0.0,81.82,7.4,2023-10-01
8431,22,31,7,1,274343,4,1,3.0,0.0,2,2,0.0,0.0,0.0,75.0,1.7,2023-10-01
8432,22,31,8,1,288153,4,1,3.0,0.0,1,3,0.0,0.0,0.0,75.0,2.8,2023-10-01
8433,22,31,9,3,295083,3,1,2.0,0.0,1,2,0.0,0.0,,66.67,3.7,2023-10-01
8434,22,31,10,5,297790,6,1,5.0,0.0,2,4,0.0,0.0,0.0,83.33,0.0,2023-10-01
8435,22,31,11,1,269394,4,1,3.0,0.0,2,2,0.0,0.0,0.0,75.0,4.4,2023-10-01
8436,22,31,12,6,292963,8,1,7.0,0.0,4,4,1.0,0.0,0.0,87.5,9.0,2023-10-01
8437,22,32,1,6,1441942,26,4,22.0,0.0,19,7,2.0,0.0,0.0,84.62,8.2,2023-10-01
8438,22,32,2,5,1351745,26,5,21.0,0.0,14,12,2.0,0.0,0.0,80.77,12.6,2023-10-01
8439,22,32,3,4,1398965,37,3,34.0,0.0,13,24,4.0,0.0,0.0,91.89,16.5,2023-10-01
8440,22,32,4,2,1434096,29,6,23.0,0.0,14,15,4.0,0.0,0.0,79.31,13.3,2023-10-01
8441,22,32,5,5,1406774,114,20,91.0,3.0,62,52,12.0,2.0,2.63,79.82,41.3,2023-10-01
8442,22,32,6,1,1291645,38,3,35.0,0.0,23,15,3.0,0.0,0.0,92.11,9.2,2023-10-01
8443,22,32,7,4,1485631,11,2,9.0,0.0,6,5,,0.0,0.0,81.82,8.5,2023-10-01
8444,22,32,8,3,1458624,25,3,22.0,0.0,12,13,1.0,0.0,0.0,88.0,11.8,2023-10-01
8445,22,32,9,6,1368345,45,10,34.0,1.0,28,17,10.0,1.0,2.22,75.56,26.4,2023-10-01
8446,22,32,10,6,1290627,25,3,22.0,0.0,18,7,,1.0,0.0,88.0,5.4,2023-10-01
8447,22,32,11,3,1451328,31,3,28.0,0.0,14,17,1.0,0.0,0.0,90.32,8.0,2023-10-01
8448,22,32,12,4,1375517,34,7,27.0,0.0,23,11,8.0,1.0,0.0,79.41,11.1,01/10/2023
8449,23,1,1,2,46950136,3032,302,2630.0,100.0,2002,1030,732.0,180.0,3.3,86.74,42.5,2023-11-01
8450,23,1,2,6,48166277,949,39,891.0,19.0,569,380,,10.0,2.0,93.89,15.9,2023-11-01
8451,23,1,3,6,46482367,1299,313,977.0,9.0,772,527,191.0,41.0,0.69,75.21,16.3,2023-11-01
8452,23,1,4,3,53029277,1091,54,1012.0,25.0,550,541,193.0,28.0,,92.76,17.6,2023-11-01
8453,23,1,5,4,48048622,552,117,420.0,15.0,330,222,68.0,9.0,2.72,76.09,16.6,2023-11-01
8454,23,1,6,2,51645513,1113,250,839.0,24.0,499,614,169.0,47.0,2.16,75.38,19.7,2023-11-01
8455,23,1,7,3,48536681,1885,301,1528.0,56.0,1189,696,267.0,45.0,2.97,81.06,23.9,2023-11-01
8456,23,1,8,5,46837920,1394,304,1062.0,28.0,1032,362,347.0,83.0,2.01,76.18,17.3,2023-11-01
8457,23,1,9,6,51841090,2082,455,1564.0,63.0,1127,955,348.0,29.0,3.03,75.12,33.4,11/01/2023
8458,23,1,10,2,50167168,467,50,416.0,1.0,187,280,80.0,5.0,0.21,89.08,4.6,2023-11-01
8459,23,1,11,1,49955854,577,102,461.0,14.0,275,302,121.0,23.0,2.43,79.9,15.9,2023-11-01
8460,23,1,12,1,48492911,1152,186,933.0,33.0,442,710,124.0,32.0,2.86,80.99,23.8,2023-11-01
8461,23,2,1,3,1584669,56,11,45.0,0.0,41,15,4.0,0.0,0.0,80.36,13.8,2023-11-01
8462,23,2,2,1,1503317,81,18,61.0,2.0,54,27,19.0,4.0,2.47,75.31,32.0,2023-11-01
8463,23,2,3,3,1581600,90,8,82.0,0.0,62,28,13.0,1.0,0.0,91.11,24.8,2023-11-01
